001	af:wêreld	af-NA:wêreld	ak:wiase	am:ዓለም	ar:العالم	ar-AE:العالم	ar-BH:العالم	ar-DJ:العالم	ar-DZ:العالم	ar-EG:العالم	ar-EH:العالم	ar-ER:العالم	ar-IL:العالم	ar-IQ:العالم	ar-JO:العالم	ar-KM:العالم	ar-KW:العالم	ar-LB:العالم	ar-LY:العالم	ar-MA:العالم
021	af:Noordelike Amerika	af-NA:Noordelike Amerika	ak:Amɛrika Atifi Fam	am:ሰሜናዊ አሜሪካ	ar:شمال أمريكا	ar-AE:شمال أمريكا	ar-BH:شمال أمريكا	ar-DJ:شمال أمريكا	ar-DZ:شمال أمريكا	ar-EG:شمال أمريكا	ar-EH:شمال أمريكا	ar-ER:شمال أمريكا	ar-IL:شمال أمريكا	ar-IQ:شمال أمريكا	ar-JO:شمال أمريكا	ar-KM:شمال أمريكا	ar-KW:شمال أمريكا	ar-LB:شمال أمريكا	ar-LY:شمال أمريكا	ar-MA:شمال أمريكا
029	af:Karibiese streek	af-NA:Karibiese streek	ak:Karibia	am:ካሪቢያን	ar:الكاريبي	ar-AE:الكاريبي	ar-BH:الكاريبي	ar-DJ:الكاريبي	ar-DZ:الكاريبي	ar-EG:الكاريبي	ar-EH:الكاريبي	ar-ER:الكاريبي	ar-IL:الكاريبي	ar-IQ:الكاريبي	ar-JO:الكاريبي	ar-KM:الكاريبي	ar-KW:الكاريبي	ar-LB:الكاريبي	ar-LY:الكاريبي	ar-MA:الكاريبي
030	af:Oos-Asië	af-NA:Oos-Asië	ak:Asia Apueiɛ	am:ምስራቃዊ እስያ	ar:شرق آسيا	ar-AE:شرق آسيا	ar-BH:شرق آسيا	ar-DJ:شرق آسيا	ar-DZ:شرق آسيا	ar-EG:شرق آسيا	ar-EH:شرق آسيا	ar-ER:شرق آسيا	ar-IL:شرق آسيا	ar-IQ:شرق آسيا	ar-JO:شرق آسيا	ar-KM:شرق آسيا	ar-KW:شرق آسيا	ar-LB:شرق آسيا	ar-LY:شرق آسيا	ar-MA:شرق آسيا
034	af:Suid-Asië	af-NA:Suid-Asië	ak:Asia Anaafoɔ	am:ደቡባዊ እስያ	ar:جنوب آسيا	ar-AE:جنوب آسيا	ar-BH:جنوب آسيا	ar-DJ:جنوب آسيا	ar-DZ:جنوب آسيا	ar-EG:جنوب آسيا	ar-EH:جنوب آسيا	ar-ER:جنوب آسيا	ar-IL:جنوب آسيا	ar-IQ:جنوب آسيا	ar-JO:جنوب آسيا	ar-KM:جنوب آسيا	ar-KW:جنوب آسيا	ar-LB:جنوب آسيا	ar-LY:جنوب آسيا	ar-MA:جنوب آسيا
035	af:Suidoos-Asië	af-NA:Suidoos-Asië	ak:Asia Anaafoɔ Apuieɛ	am:ደቡብ ምስራቅ እስያ	ar:جنوب شرق آسيا	ar-AE:جنوب شرق آسيا	ar-BH:جنوب شرق آسيا	ar-DJ:جنوب شرق آسيا	ar-DZ:جنوب شرق آسيا	ar-EG:جنوب شرق آسيا	ar-EH:جنوب شرق آسيا	ar-ER:جنوب شرق آسيا	ar-IL:جنوب شرق آسيا	ar-IQ:جنوب شرق آسيا	ar-JO:جنوب شرق آسيا	ar-KM:جنوب شرق آسيا	ar-KW:جنوب شرق آسيا	ar-LB:جنوب شرق آسيا	ar-LY:جنوب شرق آسيا	ar-MA:جنوب شرق آسيا
039	af:Suid-Europa	af-NA:Suid-Europa	ak:Yuropu Anaafoɔ	am:ደቡባዊ አውሮፓ	ar:جنوب أوروبا	ar-AE:جنوب أوروبا	ar-BH:جنوب أوروبا	ar-DJ:جنوب أوروبا	ar-DZ:جنوب أوروبا	ar-EG:جنوب أوروبا	ar-EH:جنوب أوروبا	ar-ER:جنوب أوروبا	ar-IL:جنوب أوروبا	ar-IQ:جنوب أوروبا	ar-JO:جنوب أوروبا	ar-KM:جنوب أوروبا	ar-KW:جنوب أوروبا	ar-LB:جنوب أوروبا	ar-LY:جنوب أوروبا	ar-MA:جنوب أوروبا
053	af:Australasië	af-NA:Australasië	ak:Ɔstrelia ne Asia	am:አውስትራሌዥያ	ar:أسترالاسيا	ar-AE:أسترالاسيا	ar-BH:أسترالاسيا	ar-DJ:أسترالاسيا	ar-DZ:أسترالاسيا	ar-EG:أسترالاسيا	ar-EH:أسترالاسيا	ar-ER:أسترالاسيا	ar-IL:أسترالاسيا	ar-IQ:أسترالاسيا	ar-JO:أسترالاسيا	ar-KM:أسترالاسيا	ar-KW:أسترالاسيا	ar-LB:أسترالاسيا	ar-LY:أسترالاسيا	ar-MA:أسترالاسيا
054	af:Melanesië	af-NA:Melanesië	ak:Melanesia	am:ሜላኔዥያ	ar:ميلانيزيا	ar-AE:ميلانيزيا	ar-BH:ميلانيزيا	ar-DJ:ميلانيزيا	ar-DZ:ميلانيزيا	ar-EG:ميلانيزيا	ar-EH:ميلانيزيا	ar-ER:ميلانيزيا	ar-IL:ميلانيزيا	ar-IQ:ميلانيزيا	ar-JO:ميلانيزيا	ar-KM:ميلانيزيا	ar-KW:ميلانيزيا	ar-LB:ميلانيزيا	ar-LY:ميلانيزيا	ar-MA:ميلانيزيا
057	af:Mikronesiese streek	af-NA:Mikronesiese streek	ak:Micronesia Mantam	am:የማይክሮኔዥያን ክልል	ar:الجزر الميكرونيزية	ar-AE:الجزر الميكرونيزية	ar-BH:الجزر الميكرونيزية	ar-DJ:الجزر الميكرونيزية	ar-DZ:الجزر الميكرونيزية	ar-EG:الجزر الميكرونيزية	ar-EH:الجزر الميكرونيزية	ar-ER:الجزر الميكرونيزية	ar-IL:الجزر الميكرونيزية	ar-IQ:الجزر الميكرونيزية	ar-JO:الجزر الميكرونيزية	ar-KM:الجزر الميكرونيزية	ar-KW:الجزر الميكرونيزية	ar-LB:الجزر الميكرونيزية	ar-LY:الجزر الميكرونيزية	ar-MA:الجزر الميكرونيزية
061	af:Polinesië	af-NA:Polinesië	ak:Pɔlenesia	am:ፖሊኔዥያ	ar:بولينيزيا	ar-AE:بولينيزيا	ar-BH:بولينيزيا	ar-DJ:بولينيزيا	ar-DZ:بولينيزيا	ar-EG:بولينيزيا	ar-EH:بولينيزيا	ar-ER:بولينيزيا	ar-IL:بولينيزيا	ar-IQ:بولينيزيا	ar-JO:بولينيزيا	ar-KM:بولينيزيا	ar-KW:بولينيزيا	ar-LB:بولينيزيا	ar-LY:بولينيزيا	ar-MA:بولينيزيا
142	af:Asië	af-NA:Asië	ak:Asia	am:እስያ	ar:آسيا	ar-AE:آسيا	ar-BH:آسيا	ar-DJ:آسيا	ar-DZ:آسيا	ar-EG:آسيا	ar-EH:آسيا	ar-ER:آسيا	ar-IL:آسيا	ar-IQ:آسيا	ar-JO:آسيا	ar-KM:آسيا	ar-KW:آسيا	ar-LB:آسيا	ar-LY:آسيا	ar-MA:آسيا
143	af:Sentraal-Asië	af-NA:Sentraal-Asië	ak:Asia Mfimfini	am:መካከለኛው እስያ	ar:وسط آسيا	ar-AE:وسط آسيا	ar-BH:وسط آسيا	ar-DJ:وسط آسيا	ar-DZ:وسط آسيا	ar-EG:وسط آسيا	ar-EH:وسط آسيا	ar-ER:وسط آسيا	ar-IL:وسط آسيا	ar-IQ:وسط آسيا	ar-JO:وسط آسيا	ar-KM:وسط آسيا	ar-KW:وسط آسيا	ar-LB:وسط آسيا	ar-LY:وسط آسيا	ar-MA:وسط آسيا
145	af:Wes-Asië	af-NA:Wes-Asië	ak:Asia Atɔeɛ	am:ምዕራባዊ እስያ	ar:غرب آسيا	ar-AE:غرب آسيا	ar-BH:غرب آسيا	ar-DJ:غرب آسيا	ar-DZ:غرب آسيا	ar-EG:غرب آسيا	ar-EH:غرب آسيا	ar-ER:غرب آسيا	ar-IL:غرب آسيا	ar-IQ:غرب آسيا	ar-JO:غرب آسيا	ar-KM:غرب آسيا	ar-KW:غرب آسيا	ar-LB:غرب آسيا	ar-LY:غرب آسيا	ar-MA:غرب آسيا
150	af:Europa	af-NA:Europa	ak:Yuropu	am:አውሮፓ	ar:أوروبا	ar-AE:أوروبا	ar-BH:أوروبا	ar-DJ:أوروبا	ar-DZ:أوروبا	ar-EG:أوروبا	ar-EH:أوروبا	ar-ER:أوروبا	ar-IL:أوروبا	ar-IQ:أوروبا	ar-JO:أوروبا	ar-KM:أوروبا	ar-KW:أوروبا	ar-LB:أوروبا	ar-LY:أوروبا	ar-MA:أوروبا
151	af:Oos-Europa	af-NA:Oos-Europa	ak:Yuropu Apuieɛ	am:ምስራቅ አውሮፓ	ar:شرق أوروبا	ar-AE:شرق أوروبا	ar-BH:شرق أوروبا	ar-DJ:شرق أوروبا	ar-DZ:شرق أوروبا	ar-EG:شرق أوروبا	ar-EH:شرق أوروبا	ar-ER:شرق أوروبا	ar-IL:شرق أوروبا	ar-IQ:شرق أوروبا	ar-JO:شرق أوروبا	ar-KM:شرق أوروبا	ar-KW:شرق أوروبا	ar-LB:شرق أوروبا	ar-LY:شرق أوروبا	ar-MA:شرق أوروبا
154	af:Noord-Europa	af-NA:Noord-Europa	ak:Yuropu Atifi	am:ሰሜናዊ አውሮፓ	ar:شمال أوروبا	ar-AE:شمال أوروبا	ar-BH:شمال أوروبا	ar-DJ:شمال أوروبا	ar-DZ:شمال أوروبا	ar-EG:شمال أوروبا	ar-EH:شمال أوروبا	ar-ER:شمال أوروبا	ar-IL:شمال أوروبا	ar-IQ:شمال أوروبا	ar-JO:شمال أوروبا	ar-KM:شمال أوروبا	ar-KW:شمال أوروبا	ar-LB:شمال أوروبا	ar-LY:شمال أوروبا	ar-MA:شمال أوروبا
155	af:Wes-Europa	af-NA:Wes-Europa	ak:Yuropu Atɔeɛ	am:ምዕራብ አውሮፓ	ar:غرب أوروبا	ar-AE:غرب أوروبا	ar-BH:غرب أوروبا	ar-DJ:غرب أوروبا	ar-DZ:غرب أوروبا	ar-EG:غرب أوروبا	ar-EH:غرب أوروبا	ar-ER:غرب أوروبا	ar-IL:غرب أوروبا	ar-IQ:غرب أوروبا	ar-JO:غرب أوروبا	ar-KM:غرب أوروبا	ar-KW:غرب أوروبا	ar-LB:غرب أوروبا	ar-LY:غرب أوروبا	ar-MA:غرب أوروبا
202	af:Afrika suid van die Sahara	af-NA:Afrika suid van die Sahara	ak:Abibirem Mpaprɛ Anaafoɔ	am:ከሰሃራ በታች አፍሪካ	ar:أفريقيا جنوب الصحراء الكبرى	ar-AE:أفريقيا جنوب الصحراء الكبرى	ar-BH:أفريقيا جنوب الصحراء الكبرى	ar-DJ:أفريقيا جنوب الصحراء الكبرى	ar-DZ:أفريقيا جنوب الصحراء الكبرى	ar-EG:أفريقيا جنوب الصحراء الكبرى	ar-EH:أفريقيا جنوب الصحراء الكبرى	ar-ER:أفريقيا جنوب الصحراء الكبرى	ar-IL:أفريقيا جنوب الصحراء الكبرى	ar-IQ:أفريقيا جنوب الصحراء الكبرى	ar-JO:أفريقيا جنوب الصحراء الكبرى	ar-KM:أفريقيا جنوب الصحراء الكبرى	ar-KW:أفريقيا جنوب الصحراء الكبرى	ar-LB:أفريقيا جنوب الصحراء الكبرى	ar-LY:أفريقيا جنوب الصحراء الكبرى	ar-MA:أفريقيا جنوب الصحراء الكبرى
419	af:Latyns-Amerika	af-NA:Latyns-Amerika	ak:Laaten Amɛrika	am:ላቲን አሜሪካ	ar:أمريكا اللاتينية	ar-AE:أمريكا اللاتينية	ar-BH:أمريكا اللاتينية	ar-DJ:أمريكا اللاتينية	ar-DZ:أمريكا اللاتينية	ar-EG:أمريكا اللاتينية	ar-EH:أمريكا اللاتينية	ar-ER:أمريكا اللاتينية	ar-IL:أمريكا اللاتينية	ar-IQ:أمريكا اللاتينية	ar-JO:أمريكا اللاتينية	ar-KM:أمريكا اللاتينية	ar-KW:أمريكا اللاتينية	ar-LB:أمريكا اللاتينية	ar-LY:أمريكا اللاتينية	ar-MA:أمريكا اللاتينية
AC	af:Ascensioneiland	af-NA:Ascensioneiland	ak:Asɛnhyin	am:አሴንሽን ደሴት	ar:جزيرة أسينشيون	ar-AE:جزيرة أسينشيون	ar-BH:جزيرة أسينشيون	ar-DJ:جزيرة أسينشيون	ar-DZ:جزيرة أسينشيون	ar-EG:جزيرة أسينشيون	ar-EH:جزيرة أسينشيون	ar-ER:جزيرة أسينشيون	ar-IL:جزيرة أسينشيون	ar-IQ:جزيرة أسينشيون	ar-JO:جزيرة أسينشيون	ar-KM:جزيرة أسينشيون	ar-KW:جزيرة أسينشيون	ar-LB:جزيرة أسينشيون	ar-LY:جزيرة أسينشيون	ar-MA:جزيرة أسينشيون
AD	af:Andorra	af-NA:Andorra	agq:Àndolà	ak:Andora	am:አንዶራ	ar:أندورا	ar-AE:أندورا	ar-BH:أندورا	ar-DJ:أندورا	ar-DZ:أندورا	ar-EG:أندورا	ar-EH:أندورا	ar-ER:أندورا	ar-IL:أندورا	ar-IQ:أندورا	ar-JO:أندورا	ar-KM:أندورا	ar-KW:أندورا	ar-LB:أندورا	ar-LY:أندورا
AE	af:Verenigde Arabiese Emirate	af-NA:Verenigde Arabiese Emirate	agq:Yùnaetɛ Alab ɛmelɛ̀	ak:United Arab Emirates	am:የተባበሩት ዓረብ ኤምሬትስ	ar:الإمارات العربية المتحدة	ar-AE:الإمارات العربية المتحدة	ar-BH:الإمارات العربية المتحدة	ar-DJ:الإمارات العربية المتحدة	ar-DZ:الإمارات العربية المتحدة	ar-EG:الإمارات العربية المتحدة	ar-EH:الإمارات العربية المتحدة	ar-ER:الإمارات العربية المتحدة	ar-IL:الإمارات العربية المتحدة	ar-IQ:الإمارات العربية المتحدة	ar-JO:الإمارات العربية المتحدة	ar-KM:الإمارات العربية المتحدة	ar-KW:الإمارات العربية المتحدة	ar-LB:الإمارات العربية المتحدة	ar-LY:الإمارات العربية المتحدة
AF	af:Afganistan	af-NA:Afganistan	agq:Àfɨ̀ganìsɨ̀tân	ak:Afganistan	am:አፍጋኒስታን	ar:أفغانستان	ar-AE:أفغانستان	ar-BH:أفغانستان	ar-DJ:أفغانستان	ar-DZ:أفغانستان	ar-EG:أفغانستان	ar-EH:أفغانستان	ar-ER:أفغانستان	ar-IL:أفغانستان	ar-IQ:أفغانستان	ar-JO:أفغانستان	ar-KM:أفغانستان	ar-KW:أفغانستان	ar-LB:أفغانستان	ar-LY:أفغانستان
AG	af:Antigua en Barbuda	af-NA:Antigua en Barbuda	agq:Àntigwà à Bàbudà	ak:Antigua ne Baabuda	am:አንቲጓ እና ባርቡዳ	ar:أنتيغوا وبربودا	ar-AE:أنتيغوا وبربودا	ar-BH:أنتيغوا وبربودا	ar-DJ:أنتيغوا وبربودا	ar-DZ:أنتيغوا وبربودا	ar-EG:أنتيغوا وبربودا	ar-EH:أنتيغوا وبربودا	ar-ER:أنتيغوا وبربودا	ar-IL:أنتيغوا وبربودا	ar-IQ:أنتيغوا وبربودا	ar-JO:أنتيغوا وبربودا	ar-KM:أنتيغوا وبربودا	ar-KW:أنتيغوا وبربودا	ar-LB:أنتيغوا وبربودا	ar-LY:أنتيغوا وبربودا
AI	af:Anguilla	af-NA:Anguilla	agq:Àŋgwilà	ak:Anguila	am:አንጉይላ	ar:أنغويلا	ar-AE:أنغويلا	ar-BH:أنغويلا	ar-DJ:أنغويلا	ar-DZ:أنغويلا	ar-EG:أنغويلا	ar-EH:أنغويلا	ar-ER:أنغويلا	ar-IL:أنغويلا	ar-IQ:أنغويلا	ar-JO:أنغويلا	ar-KM:أنغويلا	ar-KW:أنغويلا	ar-LB:أنغويلا	ar-LY:أنغويلا
AL	af:Albanië	af-NA:Albanië	agq:Àabɛnìa	ak:Albenia	am:አልባኒያ	ar:ألبانيا	ar-AE:ألبانيا	ar-BH:ألبانيا	ar-DJ:ألبانيا	ar-DZ:ألبانيا	ar-EG:ألبانيا	ar-EH:ألبانيا	ar-ER:ألبانيا	ar-IL:ألبانيا	ar-IQ:ألبانيا	ar-JO:ألبانيا	ar-KM:ألبانيا	ar-KW:ألبانيا	ar-LB:ألبانيا	ar-LY:ألبانيا
AM	af:Armenië	af-NA:Armenië	agq:Àmɛnyìa	ak:Aamenia	am:አርሜኒያ	ar:أرمينيا	ar-AE:أرمينيا	ar-BH:أرمينيا	ar-DJ:أرمينيا	ar-DZ:أرمينيا	ar-EG:أرمينيا	ar-EH:أرمينيا	ar-ER:أرمينيا	ar-IL:أرمينيا	ar-IQ:أرمينيا	ar-JO:أرمينيا	ar-KM:أرمينيا	ar-KW:أرمينيا	ar-LB:أرمينيا	ar-LY:أرمينيا
AO	af:Angola	af-NA:Angola	agq:Àŋgolà	ak:Angola	am:አንጐላ	ar:أنغولا	ar-AE:أنغولا	ar-BH:أنغولا	ar-DJ:أنغولا	ar-DZ:أنغولا	ar-EG:أنغولا	ar-EH:أنغولا	ar-ER:أنغولا	ar-IL:أنغولا	ar-IQ:أنغولا	ar-JO:أنغولا	ar-KM:أنغولا	ar-KW:أنغولا	ar-LB:أنغولا	ar-LY:أنغولا
AQ	af:Antarktika	af-NA:Antarktika	ak:Antaatika	am:አንታርክቲካ	ar:أنتاركتيكا	ar-AE:أنتاركتيكا	ar-BH:أنتاركتيكا	ar-DJ:أنتاركتيكا	ar-DZ:أنتاركتيكا	ar-EG:أنتاركتيكا	ar-EH:أنتاركتيكا	ar-ER:أنتاركتيكا	ar-IL:أنتاركتيكا	ar-IQ:أنتاركتيكا	ar-JO:أنتاركتيكا	ar-KM:أنتاركتيكا	ar-KW:أنتاركتيكا	ar-LB:أنتاركتيكا	ar-LY:أنتاركتيكا	ar-MA:أنتاركتيكا
AR	af:Argentinië	af-NA:Argentinië	agq:Àdzɛ̀ntinà	ak:Agyɛntina	am:አርጀንቲና	ar:الأرجنتين	ar-AE:الأرجنتين	ar-BH:الأرجنتين	ar-DJ:الأرجنتين	ar-DZ:الأرجنتين	ar-EG:الأرجنتين	ar-EH:الأرجنتين	ar-ER:الأرجنتين	ar-IL:الأرجنتين	ar-IQ:الأرجنتين	ar-JO:الأرجنتين	ar-KM:الأرجنتين	ar-KW:الأرجنتين	ar-LB:الأرجنتين	ar-LY:الأرجنتين
AS	af:Amerikaanse Samoa	af-NA:Amerikaanse Samoa	agq:Àmɛlekan Samwà	ak:Amɛrika Samoa	am:የአሜሪካ ሳሞአ	ar:ساموا الأمريكية	ar-AE:ساموا الأمريكية	ar-BH:ساموا الأمريكية	ar-DJ:ساموا الأمريكية	ar-DZ:ساموا الأمريكية	ar-EG:ساموا الأمريكية	ar-EH:ساموا الأمريكية	ar-ER:ساموا الأمريكية	ar-IL:ساموا الأمريكية	ar-IQ:ساموا الأمريكية	ar-JO:ساموا الأمريكية	ar-KM:ساموا الأمريكية	ar-KW:ساموا الأمريكية	ar-LB:ساموا الأمريكية	ar-LY:ساموا الأمريكية
AT	af:Oostenryk	af-NA:Oostenryk	agq:Usɨtɨ̀là	ak:Ɔstria	am:ኦስትሪያ	ar:النمسا	ar-AE:النمسا	ar-BH:النمسا	ar-DJ:النمسا	ar-DZ:النمسا	ar-EG:النمسا	ar-EH:النمسا	ar-ER:النمسا	ar-IL:النمسا	ar-IQ:النمسا	ar-JO:النمسا	ar-KM:النمسا	ar-KW:النمسا	ar-LB:النمسا	ar-LY:النمسا
AU	af:Australië	af-NA:Australië	agq:Ùsɨ̀tɛ̀lɛlìa	ak:Ɔstrelia	am:አውስትራልያ	ar:أستراليا	ar-AE:أستراليا	ar-BH:أستراليا	ar-DJ:أستراليا	ar-DZ:أستراليا	ar-EG:أستراليا	ar-EH:أستراليا	ar-ER:أستراليا	ar-IL:أستراليا	ar-IQ:أستراليا	ar-JO:أستراليا	ar-KM:أستراليا	ar-KW:أستراليا	ar-LB:أستراليا	ar-LY:أستراليا
AW	af:Aruba	af-NA:Aruba	agq:Àlubà	ak:Aruba	am:አሩባ	ar:أروبا	ar-AE:أروبا	ar-BH:أروبا	ar-DJ:أروبا	ar-DZ:أروبا	ar-EG:أروبا	ar-EH:أروبا	ar-ER:أروبا	ar-IL:أروبا	ar-IQ:أروبا	ar-JO:أروبا	ar-KM:أروبا	ar-KW:أروبا	ar-LB:أروبا	ar-LY:أروبا
